title,price,price_numeric,description,model,model_normalized,brand,reg_year,reg_year_numeric,mileage,mileage_numeric,origin,origin_normalized,location,province,condition,vehicle_type,engine_capacity,post_time,days_since_posted,post_date,url,url_full,condition_normalized,vehicle_type_normalized,price_millions
Wave tq kèn đèn đề đầy đủ,1.950.000 đ,1950000,Wave china đèn đề đầy đủ bxc nhật mới thay củ đề ae về cày bừa ok,Wave,Wave,Honda,2010,2010,122345,122345,Hàn Quốc,Hàn Quốc,"Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Xe số,137.5,Đăng 4 giờ trước,0.16666666666666666,2025-05-10 20:00:00,/mua-ban-xe-may-huyen-hoc-mon-tp-ho-chi-minh/122880762.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-hoc-mon-tp-ho-chi-minh/122880762.htm,Đã sử dụng,Xe số,1.95
sh mode 12/2014 zin êm,29.000.000 đ,29000000,"Xe xin êm , chính chủ giấy phố

Xe còn đủ 2 khoá",SH Mode,SH Mode,Honda,2014,2014,50000,50000,Việt Nam,Việt Nam,"Phường 1, Thành phố Sóc Trăng, Sóc Trăng",Sóc Trăng,Đã sử dụng,Tay ga,137.5,Đăng 4 giờ trước,0.16666666666666666,2025-05-10 20:00:00,/mua-ban-xe-may-thanh-pho-soc-trang-soc-trang/122880573.htm,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-soc-trang-soc-trang/122880573.htm,Đã sử dụng,Tay ga,29.0
Dư xe nên bán đời 2017,9.600.000 đ,9600000,"Mới mua xe mới nên dư ko dùng
Bán xe đời 2017 , máy êm, một đời chủ .
Mua bán sang tên trong ngày.
Xem xe tại Thới An Q12 TPHCM 
Xin cám ơn chị tốt.",Sirius,Sirius,Yamaha,2017,2017,10000,10000,Đang cập nhật,Việt Nam,"Phường Thới An, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Xe số,137.5,Đăng 4 giờ trước,0.16666666666666666,2025-05-10 20:00:00,/mua-ban-xe-may-quan-12-tp-ho-chi-minh/122271831.htm,https://xe.chotot.com/mua-ban-xe-may-quan-12-tp-ho-chi-minh/122271831.htm,Đã sử dụng,Xe số,9.6
WINER 150 CỰC MẠNH MÁY ZIN ÊM RU NHÍCH NHẸ GIỌOC,11.900.000 đ,11900000,AE ĐAM MÊ TỐC ĐỘ THÍCH TAY CÔN ALO EM NHA EM BÁN XE WINNER 1 HONĐA BIỂN 94 XE MÁY ZIN CHƯA SỬA CHỮA GÌ ÊM RU 159 BAO MẠNH NHÍCH NHẸ GIỌOC LIỀN. CÁC CHỨC NĂNG OK HẾT ĐỀ KÈN XI NHAN KM ĐỦ CAVET GỐC ĐÀNG HOÀNG YÊN TÂM MUA BÁN TẠI NHÀ AE NÀO ƯNG ALO EM,Winner,Winner,Honda,2017,2017,25000,25000,Đang cập nhật,Việt Nam,"Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay côn/Moto,137.5,Đăng 1 tháng trước,30.0,2025-04-11 00:00:00,/mua-ban-xe-may-huyen-hoc-mon-tp-ho-chi-minh/122334200.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-hoc-mon-tp-ho-chi-minh/122334200.htm,Đã sử dụng,Tay côn/Moto,11.9
SIRIUS BIỂN59 MÁY ZIN CHẠY BỀN XE TỐT ÊM RU MẠNH,7.900.000 đ,7900000,"Em BÁN XE SIRIUS BIỂN SÀI GÒN 
TÌNH TRẠNG XE CHẠY TỐT MÁY MÓC ÊM RU ZIN CHƯA SỬA CHỮA 
CÁC CHỨC NĂNG ĐỀ KÈN XI NHAN OK ĐỦ CẢ. MUA VỀ CHẠY LIỀN NHA AE BẠN BÈ ƯNG ALO EM NHA",Sirius,Sirius,Yamaha,2014,2014,25000,25000,Đang cập nhật,Việt Nam,"Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Xe số,137.5,Đăng 4 giờ trước,0.16666666666666666,2025-05-10 20:00:00,/mua-ban-xe-may-quan-12-tp-ho-chi-minh/122835734.htm,https://xe.chotot.com/mua-ban-xe-may-quan-12-tp-ho-chi-minh/122835734.htm,Đã sử dụng,Xe số,7.9
VISION MÁY ZIN ÊM RU CỰC BỀN CHẠY TỐT VỀ ĐI LIỀN,10.200.000 đ,10200000,Em ĐĂNG BÁN CHIẾC VISION BIỂN ĐỒNG NAI  XE NGON LẮM VISION QUỐC DÂN CỰC BỀN MÁY MÓC ÊM RU CHẠY MẠNH NGON LẮM. CÁC CHỨC NĂNG ĐỀ NHẸ NHÀNG ÊM ÁI LÊN XINHAN KÈN CÒN ĐỦ CẢ. XE FI TIẾT KIỆM XĂNG VÔ ĐỊCH TÓM LẠI MUA VỀ CHẠY LIỀN NHA,Vision,Vision,Honda,2013,2013,25000,25000,Đang cập nhật,Việt Nam,"Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 4 giờ trước,0.16666666666666666,2025-05-10 20:00:00,/mua-ban-xe-may-quan-12-tp-ho-chi-minh/122836483.htm,https://xe.chotot.com/mua-ban-xe-may-quan-12-tp-ho-chi-minh/122836483.htm,Đã sử dụng,Tay ga,10.2
ăn tết xong kẹt tiền cần bán,15.000.000 đ,15000000,cần bán xe như hình bảo dưỡng bảo trì đầy đủ cần bán cho ai nhu cầu biển số thành phố ko9chủ có thể tìm chủ cũ công chứng mua bán đc ai thấy ưng alo mình nhé,Future,Future,Honda,2014,2014,40000,40000,Đang cập nhật,Việt Nam,"Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Xe số,137.5,Đăng 4 giờ trước,0.16666666666666666,2025-05-10 20:00:00,/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/122880375.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/122880375.htm,Đã sử dụng,Xe số,15.0
nouvo 5 Fi máy mạnh êm tiếp kiệm xăng,6.500.000 đ,6500000,"xe đi cày trước giờ ở sg, giờ về quê làm toàn chạy xe đạp, nhà chật nên nhượng lại cho anh em nào cần
xe chạy êm, mạnh thay nhớt thường xuyên
2 năm nay để 0 lâu lâu mới chạy
xe về chỉ việc đổ xăng chạy
trước mua lại người quen k chinh chủ
bs hcm đẹp 
giá k bớt nên anh em thấy được liên hệ nhé",Nouvo,Nouvo,Yamaha,2012,2012,180000,180000,Việt Nam,Việt Nam,"Thị trấn Ba Tri, Huyện Ba Tri, Bến Tre",Bến Tre,Đã sử dụng,Tay ga,137.5,Đăng 4 giờ trước,0.16666666666666666,2025-05-10 20:00:00,/mua-ban-xe-may-huyen-ba-tri-ben-tre/122880365.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-ba-tri-ben-tre/122880365.htm,Đã sử dụng,Tay ga,6.5
"Wave Honda nguyên bản,máy êm du,giấy tờ đủ",5.500.000 đ,5500000,"Cần bán Wave Honda như hình,xe máy êm zin,giấy tờ đày đủ,đèn còi xi nhan đủ
Mua bán tại nhà
Ai cần liên hệ",Wave,Wave,Honda,2010,2010,15000,15000,Việt Nam,Việt Nam,"Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Hà Nội,Đã sử dụng,Xe số,137.5,Đăng 6 ngày trước,6.0,2025-05-05 00:00:00,/mua-ban-xe-may-quan-cau-giay-ha-noi/122745831.htm,https://xe.chotot.com/mua-ban-xe-may-quan-cau-giay-ha-noi/122745831.htm,Đã sử dụng,Xe số,5.5
cần bán sh ý chưa bun đầu còn zin,65.000.000 đ,65000000,"Xe chay bảo dưỡng kỷ , chua bung còn zin,muốn biết chi tiết liên hệ trực tiếp… chính chủ",SH,SH,Honda,2008,2008,14985,14985,Nước khác,Ý,"Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 8 ngày trước,8.0,2025-05-03 00:00:00,/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/122701083.htm,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/122701083.htm,Đã sử dụng,Tay ga,65.0
WAVE RSX Fi 2018 BIỂN59 MÁY ZIN XE TỐT CỰCBỀN MẠNH,9.600.000 đ,9600000,Em BÁN XE WAVE RSX FI BIỂN SÀI GÒN ĐK 2018 .MÁY ZIN CHƯA SỬA CHỮA GÌ CÁC CHỨC NĂNG Ô KÊ HẾT ĐỀ KÈN XI NHAN KM NHƯ CHIẾC XE MỚI DỨT TRONG HÃNG RA VỀ CHẠY LIỀN KHỎI LO TỐN CẮC BẠC SỬA CHỮA Ạ.MÁY MÓC ÊM RU CAVET GỐC ĐÀNG HOÀNG YÊN TÂM MUA BÁN TẠI NHÀ,Wave,Wave,Honda,2018,2018,25000,25000,Đang cập nhật,Việt Nam,"Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Xe số,137.5,Đăng 4 giờ trước,0.16666666666666666,2025-05-10 20:00:00,/mua-ban-xe-may-quan-12-tp-ho-chi-minh/122880185.htm,https://xe.chotot.com/mua-ban-xe-may-quan-12-tp-ho-chi-minh/122880185.htm,Đã sử dụng,Xe số,9.6
wave zin từ ơ tới ớ,12.000.000 đ,12000000,"Xe zin từng con ốc, bảo dưỡng định kì thường xuyên",Wave,Wave,Honda,2017,2017,290000,290000,Việt Nam,Việt Nam,"Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Đồng Nai,Đã sử dụng,Xe số,137.5,Đăng 4 giờ trước,0.16666666666666666,2025-05-10 20:00:00,/mua-ban-xe-may-thanh-pho-bien-hoa-dong-nai/122880167.htm,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-bien-hoa-dong-nai/122880167.htm,Đã sử dụng,Xe số,12.0
dư dùng nên cần bán bớt,45.000.000 đ,45000000,"Mình cần bán chiếc SH 125, đỏ Bordeaux, xe nhà đi nên bảo quản kỹ, êm ái. AC quan tâm vui lòng đến tận nhà xem và test thoải mái. Giá xe đi kèm chất lượng. Chính chủ bao công chứng",SH,SH,Honda,2015,2015,30000,30000,Đang cập nhật,Việt Nam,"Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 5 giờ trước,0.20833333333333334,2025-05-10 19:00:00,/mua-ban-xe-may-quan-12-tp-ho-chi-minh/122879949.htm,https://xe.chotot.com/mua-ban-xe-may-quan-12-tp-ho-chi-minh/122879949.htm,Đã sử dụng,Tay ga,45.0
WAVES HONĐA MÁY BỀN XE TỐT CHẠY NGON ÊM RU MẠNH,7.200.000 đ,7200000,Ae KIẾM XE NGON BỀN ĐẸP MÁY MÓC ÊM RU CHẠY TỐT ALO EM NHA.EM BÁN CHIẾC WAVE HONDA BIỂN 62 TÌNH TRẠNG XE RẤT TỐT MÁY MÓC ZIN CHƯA SỬA CHỮA. CÁC CHỨC NĂNG OK ĐỀ KÈN XI NHAN HOẠT ĐỘNG TỐT CAVET ĐẦY ĐỦ. ACE BẠN BÈ CẦN ALO EM NHA,Wave,Wave,Honda,2010,2010,25000,25000,Đang cập nhật,Việt Nam,"Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Xe số,137.5,Đăng 5 giờ trước,0.20833333333333334,2025-05-10 19:00:00,/mua-ban-xe-may-quan-12-tp-ho-chi-minh/122879943.htm,https://xe.chotot.com/mua-ban-xe-may-quan-12-tp-ho-chi-minh/122879943.htm,Đã sử dụng,Xe số,7.2
"Mình bán xe Honda Winner x , đầu năm 2021",20.000.000 đ,20000000,"Xe Honda Winner X 
Đầu năm 2021
Chạy được 57000 km
Xe chính chủ , thắng Abs, chạy vi vu 
Chở 2 người lên 120km/h
Đã thay cặp đèn mới kiểu hiện đại
Xe chạy rất ngon.",Winner X,Winner,Honda,2021,2021,57000,57000,Nhật Bản,Nhật Bản,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đà Nẵng,Đã sử dụng,Tay côn/Moto,137.5,Đăng 5 giờ trước,0.20833333333333334,2025-05-10 19:00:00,/mua-ban-xe-may-quan-cam-le-da-nang/122879565.htm,https://xe.chotot.com/mua-ban-xe-may-quan-cam-le-da-nang/122879565.htm,Đã sử dụng,Tay côn/Moto,20.0
"Xe đẹp, máy móc im ru",37.000.000 đ,37000000,Xe bảo hành hãng. Mới chạy được 41.000 cây. Máy móc im ru về đổ xăng là chạy.,SH Mode,SH Mode,Honda,2018,2018,41000,41000,Việt Nam,Việt Nam,"Thị trấn Dầu Tiếng, Huyện Dầu Tiếng, Bình Dương",Bình Dương,Đã sử dụng,Tay ga,137.5,Đăng 5 giờ trước,0.20833333333333334,2025-05-10 19:00:00,/mua-ban-xe-may-huyen-dau-tieng-binh-duong/122879434.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-dau-tieng-binh-duong/122879434.htm,Đã sử dụng,Tay ga,37.0
SH Mode 2025 odo 600km mới 100%,42.000.000 đ,42000000,Xe của ông anh việt kiều tặng…không sử dụng cần bán lại…có cavet gốc và CCCD chủ xe bán bao tranh chấp giá 42tr còn bớt cho ae chị thiện chí,SH Mode,SH Mode,Honda,2025,2025,600,600,Việt Nam,Việt Nam,"Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 5 giờ trước,0.20833333333333334,2025-05-10 19:00:00,/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/122879339.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/122879339.htm,Đã sử dụng,Tay ga,42.0
Chính chủ cần bán SH 125 CBS - 2019.,65.000.000 đ,65000000,"Xe chính chủ. Odo 40000km. Bảo dưỡng, thay dầu định kỳ đầy đủ. Xe đã lên bi led. Demi trước - sau. Xe màu đen. Đã dán thêm 1 lớp chống xước màu đen bên ngoài. Máy móc nguyên zin.",SH,SH,Honda,2019,2019,40000,40000,Việt Nam,Việt Nam,"Xã Hòa Thạch, Huyện Quốc Oai, Hà Nội",Hà Nội,Đã sử dụng,Tay ga,137.5,Đăng 5 giờ trước,0.20833333333333334,2025-05-10 19:00:00,/mua-ban-xe-may-huyen-quoc-oai-ha-noi/121802619.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-quoc-oai-ha-noi/121802619.htm,Đã sử dụng,Tay ga,65.0
sirius fi bstp gtdd,8.200.000 đ,8200000,dư dùng ko còn sử dụng nữa nên cần bán e sirius fi cho ae về đi làm vivu máy mốc êm ru xe chưa đụng tới 1 con ốc máy zin . ae mua bề chỉ việc sử dụng . xe giấy tờ đầy đủ viết giấy tay bao tranh chấp . ace qua xem xe cod bớt,Sirius,Sirius,Yamaha,2014,2014,40000,40000,Việt Nam,Việt Nam,"Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Xe số,137.5,Đăng 5 giờ trước,0.20833333333333334,2025-05-10 19:00:00,/mua-ban-xe-may-huyen-hoc-mon-tp-ho-chi-minh/122879039.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-hoc-mon-tp-ho-chi-minh/122879039.htm,Đã sử dụng,Xe số,8.2
Exciter 135 62zz redleo,16.700.000 đ,16700000,"Xe ít đi, tuần đi có 2-3 lần, do có nhu cầu chuyển qua tay ga để gd có thể dùng chung nên bán.
Xe như hình, máy móc bốc khoẻ
Xe được mình thay nhớt định kỳ 2500km thay lần
Gắp yamaha inox 304
Cặp mâm rcb chính hãng
Lốp maxxis mới thay 
Phuộc đơn rcb
Nsd mới
Cảng hrv mình mới đi được vài tuor gần như vũng tàu đổ lại
Xe chính chủ, sang tên thoải mái.
Giá bán rẻ hơn chiếc wave a
Xem xe tại quận 7
Ae qua xem xe giá cả thương lượng.",Exciter,Exciter,Yamaha,2015,2015,37000,37000,Đang cập nhật,Việt Nam,"Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay côn/Moto,137.5,Đăng 5 giờ trước,0.20833333333333334,2025-05-10 19:00:00,/mua-ban-xe-may-quan-7-tp-ho-chi-minh/122878903.htm,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/122878903.htm,Đã sử dụng,Tay côn/Moto,16.7
vario 150 giấy tờ hợp lệ chính chủ biển 95,28.800.000 đ,28800000,Vario 150 giấy tờ hợp lệ chính chủ biển số 95 máy chạm hãng bao êm có giao lưu,Vario,Vario,Honda,2018,2018,14562,14562,Việt Nam,Việt Nam,"Xã Mỹ Khánh, Huyện Phong Điền, Cần Thơ",Cần Thơ,Đã sử dụng,Tay ga,137.5,Đăng 5 giờ trước,0.20833333333333334,2025-05-10 19:00:00,/mua-ban-xe-may-huyen-phong-dien-can-tho/122878626.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-phong-dien-can-tho/122878626.htm,Đã sử dụng,Tay ga,28.8
Mio Ultimo BSTP. Xe đẹp máy zin êm,5.800.000 đ,5800000,"Đổi xe mới em cần bán Mio Ultimo BSTP. Xe zin a - z. 
Xe dc thay nhớt, bảo dưỡng định kỳ, sử dụng kỹ nên máy êm ru, ga bốc, ko kêu hú bậy bạ. 
Xe hoạt động tốt tất cả các chức năng, điện để đủ.Hình sao xe vậy.
Xem xe tại nhà, giao cavec theo xe, an ninh pháp lý rõ ràng, viết giấy mua bán bao tranh chấp toàn quốc.
Xem xe tại 168/94 lê thị bạch cát q11, tới alo trước.",Mio,Mio,Yamaha,2009,2009,30000,30000,Nhật Bản,Nhật Bản,"Phường 11, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 1 tháng trước,30.0,2025-04-11 00:00:00,/mua-ban-xe-may-quan-11-tp-ho-chi-minh/122167376.htm,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/122167376.htm,Đã sử dụng,Tay ga,5.8
xe satria cần bán xe chính chủ,25.000.000 đ,25000000,Xe satria cần bán 2024 chính chủ  xe y hình ae ai cần.alo *** xem xe bình thủy,Satria,Satria,Suzuki,2024,2024,32000,32000,Nhật Bản,Nhật Bản,"Phường Long Tuyền, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Đã sử dụng,Xe số,137.5,Đăng 6 giờ trước,0.25,2025-05-10 18:00:00,/mua-ban-xe-may-quan-binh-thuy-can-tho/122878447.htm,https://xe.chotot.com/mua-ban-xe-may-quan-binh-thuy-can-tho/122878447.htm,Đã sử dụng,Xe số,25.0
CẦM ĐỒ THANH LÝ WAVE A 2019,12.490.000 đ,12490000,"Xe nguyên zin , máy móc bao êm
Giấy tờ đầy đủ chính chủ hợp lệ
Mua bán tại cửa hàng bao tranh chấp 
Ae có thiện chí mua lh sdt",Wave,Wave,Honda,2019,2019,35000,35000,Nhật Bản,Nhật Bản,"Phường Hòa Lợi, Thị xã Bến Cát, Bình Dương",Bình Dương,Đã sử dụng,Xe số,137.5,Đăng 6 giờ trước,0.25,2025-05-10 18:00:00,/mua-ban-xe-may-thi-xa-ben-cat-binh-duong/122878433.htm,https://xe.chotot.com/mua-ban-xe-may-thi-xa-ben-cat-binh-duong/122878433.htm,Đã sử dụng,Xe số,12.49
air balde 2019 đen nhám giao lưu lead,29.000.000 đ,29000000,Cần bán Air balde đk 2019 đen nhám biển sài gòn sang tên liền cho a/c .xe nguyên zin rất đẹp.xe đi đúng hơn 23 ngàn rất đẹp bán hoặc giao lưu lead 2020.a/c nào ưuan tâm xun lh nhé cám ơn.,Air Blade,Air Blade,Honda,2019,2019,23000,23000,Nhật Bản,Nhật Bản,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 6 giờ trước,0.25,2025-05-10 18:00:00,/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/122878380.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/122878380.htm,Đã sử dụng,Tay ga,29.0
Xe ngon lanh gtdd,6.500.000 đ,6500000,"Xe đèn.bình. đề đầy đủ. Xe nhật Máy êm ru. Giá 6t5
Xem xe trực tiếp",Wave,Wave,Honda,2011,2011,800000,800000,Nhật Bản,Nhật Bản,"Thị trấn Hóc Môn, Huyện Hóc Môn, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Xe số,75.0,Đăng 6 giờ trước,0.25,2025-05-10 18:00:00,/mua-ban-xe-may-huyen-hoc-mon-tp-ho-chi-minh/122878365.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-hoc-mon-tp-ho-chi-minh/122878365.htm,Đã sử dụng,Xe số,6.5
Dư dùng cần bán sirus 2018 xe nhật máy zin,5.000.000 đ,5000000,Cần ra đi e sirus 2018 máy zin êm chưa rớt võ ruộc mới thay dàn áo ok mọi chức năng hoạt động đầy đủ xem xe mua bán tại nhà bao tranh chấp,Sirius,Sirius,Yamaha,2018,2018,9999,9999,Nhật Bản,Nhật Bản,"Xã Chà Là, Huyện Dương Minh Châu, Tây Ninh",Tây Ninh,Đã sử dụng,Xe số,137.5,Đăng 6 giờ trước,0.25,2025-05-10 18:00:00,/mua-ban-xe-may-huyen-duong-minh-chau-tay-ninh/122878208.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-duong-minh-chau-tay-ninh/122878208.htm,Đã sử dụng,Xe số,5.0
Fu 1 hàn quốc úp gần full đồ nhật,5.800.000 đ,5800000,"Fu 1 vô gần full đồ nhật cây sường nhật ,bánh nhật , bình xăng wave thái , gấp cate nhật , dàn áo nhật luôn nha ae xe sạch sẻ liền lạc máy bao êm gtdd
Giá 5tr8 ae kết lh ***",Future,Future,Honda,2000,2000,123456,123456,Đài Loan,Đài Loan,"Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Xe số,137.5,Đăng 6 giờ trước,0.25,2025-05-10 18:00:00,/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/122878107.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/122878107.htm,Đã sử dụng,Xe số,5.8
Vario 160 ABS Xám Xi Măng BSTP Chính Chủ,44.500.000 đ,44500000,"Vario 160 ABS 2023 BSTP Chính Chủ Xám xi măng
Odo 8000
Xe đẹp ko trầy ốc tán 7 màu
Dàn áo còn rất đẹp mới thao keo",Vario,Vario,Honda,2023,2023,8200,8200,Thái Lan,Thái Lan,"Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 6 giờ trước,0.25,2025-05-10 18:00:00,/mua-ban-xe-may-quan-binh-tan-tp-ho-chi-minh/122878067.htm,https://xe.chotot.com/mua-ban-xe-may-quan-binh-tan-tp-ho-chi-minh/122878067.htm,Đã sử dụng,Tay ga,44.5
Cần bán e novou cứu chủ,10.400.000 đ,10400000,"Xe đăng ký 2016
Dàn áo đẹp.
Máy
Xe 09c có giáy mua bán cửa hàng",Nouvo,Nouvo,Yamaha,2017,2017,20000,20000,Nhật Bản,Nhật Bản,"Phường Bình Hòa, Thành phố Thuận An, Bình Dương",Bình Dương,Đã sử dụng,Tay ga,137.5,Đăng 6 giờ trước,0.25,2025-05-10 18:00:00,/mua-ban-xe-may-thanh-pho-thuan-an-binh-duong/122878044.htm,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thuan-an-binh-duong/122878044.htm,Đã sử dụng,Tay ga,10.4
Ex 2010 1S94 - Full option cơ bản - 62zz hình sự,35.000.000 đ,35000000,"Ex 2010 1S94 - Full option cơ bản - 62zz pô êm đít zin style hình sự,heo dĩa trước ,cdn excel,tay rcb, xe đi ốc salaya, phuộc redleo, choá 2 tầng zhipat, xi nhan zhipat- đuôi đèn spark. 
TẶNG CDN EXCEL cho ae mua xe nhanh gọn.
Giá 35tr còn fix - Lh em ***",Exciter,Exciter,Yamaha,2010,2010,5000,5000,Đang cập nhật,Việt Nam,"Xã Lộc Bổn, Huyện Phú Lộc, Thừa Thiên Huế",Thừa Thiên Huế,Đã sử dụng,Xe số,137.5,Đăng 6 giờ trước,0.25,2025-05-10 18:00:00,/mua-ban-xe-may-huyen-phu-loc-thua-thien-hue/122878034.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-phu-loc-thua-thien-hue/122878034.htm,Đã sử dụng,Xe số,35.0
Xe máy Honda Airblade,7.200.000 đ,7200000,Cần bán xe còn đẹp máy móc OK dàn chân còn đẹp chạy lướt địa chỉ xem xe chi tiết 135/1/62 ng huu cảnh p22 binh thanh số ai cần olo cho mình,Air Blade,Air Blade,Honda,2007,2007,60000,60000,Nhật Bản,Nhật Bản,"Phường 15, Quận 8, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 6 giờ trước,0.25,2025-05-10 18:00:00,/mua-ban-xe-may-quan-8-tp-ho-chi-minh/122878006.htm,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/122878006.htm,Đã sử dụng,Tay ga,7.2
sh mode abs,60.000.000 đ,60000000,"Odo 22 ngàn
Xe chính chủ 
Còn đủ 2 remod",SH Mode,SH Mode,Honda,2021,2021,20000,20000,Việt Nam,Việt Nam,"Phường Tân Thành, Thành phố Buôn Ma Thuột, Đắk Lắk",Đắk Lắk,Đã sử dụng,Tay ga,137.5,Đăng 6 giờ trước,0.25,2025-05-10 18:00:00,/mua-ban-xe-may-thanh-pho-buon-ma-thuot-dak-lak/122877932.htm,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-buon-ma-thuot-dak-lak/122877932.htm,Đã sử dụng,Tay ga,60.0
bán xe biển tạm được,8.000.000 đ,8000000,cần bán xe wave 100 mua lại ko chính chủ xe đi tốt giấy tờ đầy đủ ( miễn mặc cả),Wave,Wave,Honda,2008,2008,12345,12345,Việt Nam,Việt Nam,"Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Hà Nội,Đã sử dụng,Xe số,75.0,Đăng 6 giờ trước,0.25,2025-05-10 18:00:00,/mua-ban-xe-may-quan-ha-dong-ha-noi/122855764.htm,https://xe.chotot.com/mua-ban-xe-may-quan-ha-dong-ha-noi/122855764.htm,Đã sử dụng,Xe số,8.0
"MIO Thái Lan, Xe Rất Ngon, K Mua Thì Mua Xe Nào",5.800.000 đ,5800000,"Mình cần bán xe như hình 
Xe giấy tờ đầy đủ nha 
Mình mới mua xe nên bán lại cho ai cần 
Mong gặp người thiện chí cần mua 
Mình k cần quảng cáo nhiều 
Mọi người đến xem xe sẽ biết ngay 
Cảm ơn mọi người",Mio,Mio,Yamaha,2010,2010,39000,39000,Thái Lan,Thái Lan,"Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 21 ngày trước,21.0,2025-04-20 00:00:00,/mua-ban-xe-may-quan-12-tp-ho-chi-minh/122551691.htm,https://xe.chotot.com/mua-ban-xe-may-quan-12-tp-ho-chi-minh/122551691.htm,Đã sử dụng,Tay ga,5.8
